Year,Town,Type,Return,Exempt,MarJnt,Single,MarSep,HdHous,AGI,FedTI,VTI,NetVTax
2007,St. Albans Town,Grand Total,2998,5797,1322,1353,56,267,145718177,98430012,95442346,4467507.576
2007,St. George,Grand Total,341,643,138,154,3,46,19438438,13011175,12509982,615513.4209
2007,St. Johnsbury,Grand Total,3523,6430,1291,1784,57,391,139763210,89636735,85870886,3879315.623
2007,Stamford,Grand Total,409,815,215,169,6,19,21040613,14336653,13794417,288140.6386
2007,Stannard,Grand Total,92,185,41,38,1,12,3115664,1769832,1744443,75017
2007,Starksboro,Grand Total,888,1736,369,417,17,85,38979096,24895682,24083835,1037682.142
2007,Stockbridge,Grand Total,355,673,166,159,6,24,15901266.86,10425094,10124279,421796.1114
2007,Stowe,Grand Total,2488,4225,930,1358,51,149,278048466,216652264.1,204181061.1,12617540.62
2007,Strafford,Grand Total,566,1084,268,249,7,42,36928304,26584121,24854194,1370946.694
2007,Stratton,Grand Total,172,262,55,107,6,4,9863185,6776137,6436147,294252.4482
2007,Sudbury,Grand Total,275,519,138,116,4,17,14935172,10298633,9407707,450537.7053
2007,Sunderland,Grand Total,457,863,233,184,8,32,21814099,14028697,13703778,555959.6648
2007,Sutton,Grand Total,454,890,225,184,3,42,16885115,10548284,10128846,440263.0426
2007,Swanton,Grand Total,3317,6299,1392,1523,57,345,149017694.4,97260885,95357305,4395244.37
2007,Thetford,Grand Total,1448,2759,656,661,32,99,90476140,64890686,61625585,3194789.433
2007,Tinmouth,Grand Total,278,527,135,112,8,23,13041785,8516420,8045177,365489.6109
2007,Topsham,Grand Total,585,1102,251,283,4,47,21470765,13148962,12777885,541243.7766
2007,Townshend,Grand Total,603,1107,249,286,15,53,41346743,31438628,25976165,1493620.28
2007,Troy,Grand Total,843,1586,336,408,15,84,27783266,16588467,16291700,701393.2017
2007,Tunbridge,Grand Total,662,1201,272,321,11,58,35094341,24337384,22870762,1162542.674
2007,Underhill ID,Grand Total,372,683,161,186,8,17,30487148,24062055,19774420,1226091.486
2007,Underhill Town,Grand Total,1218,2494,654,497,11,56,91189862,66048689,62478082,3293693.45
2007,Vergennes,Grand Total,1402,2492,484,757,17,144,52820502,32983982,32442854,1340790.133
2007,Vernon,Grand Total,1062,2085,497,454,15,96,55286959.01,37420895,36724989,1562419.53
2007,Vershire,Grand Total,349,654,150,165,5,29,14870347,9276440,9031130,409956.8506
2007,Victory,Grand Total,27,46,12,12,0,3,676899,308434,307790,11227.7488
2007,Waitsfield,Grand Total,1017,1789,414,526,15,62,75119386,57421272,49365664,2173318.921
2007,Walden,Grand Total,398,829,192,162,6,38,16239571,10406227,9992636,489279.7084
2007,Wallingford,Grand Total,1153,2112,523,542,12,76,54688327,36834508,35633498,1663283.603
2007,Waltham,Grand Total,225,440,117,98,2,8,12673511,8833566,8544581,371243.5814
2007,Wardsboro,Grand Total,394,738,181,180,6,27,15548617,9262437,8764079,343318.8098
2007,Warren,Grand Total,878,1502,318,488,19,53,56298889,40231385,38209089,1955861.426
2007,Washington,Grand Total,597,1047,252,293,9,43,24001637,15580181,15269943,656482.0145
2007,Waterbury,Grand Total,2839,5130,1146,1431,49,213,175413054,127472927,121891159,6124261.152
2007,Waterford,Grand Total,619,1308,354,229,2,34,33904121,23348664,22813532,1064101.468
2007,Waterville,Grand Total,376,718,165,166,10,35,15164676,9712209,9311543,405641.3753
2007,Weathersfield,Grand Total,1430,2628,687,627,12,104,67492045,45313172,42847907,1963410.233
2007,Wells,Grand Total,620,1129,253,299,14,54,28854676,19128895,18457956,764685.7288
2007,Wells River,Grand Total,275,462,79,172,4,20,7401743,4239027,4180453,162126.9375
2007,West Fairlee,Grand Total,279,553,134,107,8,30,13611810,8832840,8481685,391838.3288
2007,West Haven,Grand Total,132,241,65,58,2,7,5594129,3579387,3224185,134673
2007,West Rutland,Grand Total,1367,2405,511,712,27,117,61333352.01,41294015,37797962,1893024.571
2007,West Windsor,Grand Total,522,969,272,226,12,12,67495690,58194970,55407265,2941845.519
2007,Westfield,Grand Total,254,481,128,108,2,16,8987481,5253330,4978575,201085.779
2007,Westford,Grand Total,966,1991,485,414,6,61,60797682,42163658,41217145,2041797.536
2007,Westminster,Grand Total,1486,2797,672,685,23,106,77172861,53449553,49286827,2373066.637
2007,Westmore,Grand Total,174,327,97,65,3,9,8265462,5500640,5055020,227533.1022
2007,Weston,Grand Total,314,554,138,150,6,20,23874661,17320653,15777245,811711.4801
2007,Weybridge,Grand Total,430,869,217,179,5,29,38693480,28919507,26468303,1489478.696
2007,Wheelock,Grand Total,322,642,159,136,4,23,12576563,7633343,7458475,305507.7372
2007,Whiting,Grand Total,250,444,96,127,10,17,9388329,5867708,5715523,257293.626
2007,Whitingham,Grand Total,639,1225,302,285,3,49,28440079,17441580,17394128,624381.7586
2007,Williamstown,Grand Total,1717,3273,753,771,26,167,70479337,45176693,44460846,1868693.303
2007,Williston,Grand Total,4496,8838,2086,2081,58,271,348892083,256798545,246776402,13810021.9
2007,Wilmington,Grand Total,1109,1915,412,590,23,84,57836284.01,40541342,36463274,1736067.973
2007,Windham,Grand Total,305,530,111,151,7,36,13843498,8819782,8647221,335213.2138
2007,Windsor,Grand Total,1989,3535,723,1029,29,208,78335678,50687904,48625540,2082835.28
2007,Winhall,Grand Total,404,729,197,179,19,9,46168322,36496493,32473147,1451942.423
2007,Winooski,Grand Total,3551,5467,833,2325,57,336,117393122,74046101,72526466,2956135.068
2007,Wolcott,Grand Total,827,1564,343,383,16,85,29863643,17932624,17563746,702955.1701
2007,Woodbury,Grand Total,440,809,195,200,10,35,20287994,13537043,13195976,607199.4533
2007,Woodford,Grand Total,186,360,88,80,8,10,8004004,5426556,5135478,170960.9109
2007,Woodstock,Grand Total,1797,3083,711,924,41,121,134100832,97228301,85142836,4750939.319
2007,Worcester,Grand Total,499,957,234,208,9,48,22106540,14603831,14247020,632392.8882
2007,Suppressed,Grand Total,197,361,100,86,4,7,7686239,6938057,6054785,227254.5397
2008,Addison,Grand Total,977,1827,409,494,21,53,44687421,29435535,28037730,1135364.984
2008,Albany,Grand Total,418,831,200,179,7,32,13953760,7983634,7811062,321794.0039
2008,Alburgh,Grand Total,1026,1948,466,454,15,91,42159706,26683614,26358042,1087654.04
2008,Andover,Grand Total,241,441,125,103,11,2,12449110,7990046,7905302,346665.9657
2008,Arlington,Grand Total,1325,2348,541,675,14,95,65333354,43096664,40497604,1687719.051
2008,Athens,Grand Total,161,322,71,72,1,17,5697565,3178671,3182991,114052.452
2008,Bakersfield,Grand Total,590,1225,287,236,9,58,26720071,16866528,16790857,717629.0512
2008,Baltimore,Grand Total,119,234,63,48,0,8,5290213,3390131,3312700,133818.248
2008,Barnard,Grand Total,453,827,222,204,5,22,40104960,32185278,25358847,1057063.784
2008,Barnet,Grand Total,799,1564,390,335,14,60,35698300,22545945,22329113,1013039.792
2008,Barre City,Grand Total,4506,7627,1334,2530,83,559,154487328.6,94369599.54,93728177.54,3809723.151
2008,Barre Town,Grand Total,4133,7876,1958,1801,58,316,220316580,148768242,148085889,7171289.174
2008,Barton,Grand Total,918,1712,370,436,24,88,29947845,17429528,17129484,686233.01
2008,Belvidere,Grand Total,151,275,65,76,1,9,5921835,3478678,3370388,135754.3533
2008,Bennington,Grand Total,7137,12755,2481,3753,118,785,292971896.8,186720767.1,184300109.1,7552154.893
2008,Benson,Grand Total,486,948,215,221,4,46,20061937,12466166,12223201,509207.3164
2008,Berkshire,Grand Total,650,1398,332,247,9,62,26719136,16374826,16696501,681712.9035
2008,Berlin,Grand Total,1365,2445,551,649,26,139,67936675,46326246,46163004,2263938.937
2008,Bethel,Grand Total,1047,1922,438,484,24,101,42958624,26903630,26683541,1089168.28
2008,Bloomfield,Grand Total,103,194,47,45,0,11,3686024,2109367,2146746,87176.5994
2008,Bolton,Grand Total,605,1124,271,287,5,42,31940643,21485670,21469078,947502.2226
2008,Bradford,Grand Total,1398,2557,532,692,26,148,55473996,35025971,34933183,1527524.679
2008,Braintree,Grand Total,601,1109,265,269,10,57,23197128,14590493,14543414,612497.1216
2008,Brandon,Grand Total,2042,3794,852,996,22,172,85278971.01,53849136,53099314,2320685.357
2008,Brattleboro,Grand Total,6213,10560,1935,3482,116,680,264540555.2,171602040,169130436,7610397.537
2008,Bridgewater,Grand Total,493,858,212,235,8,38,21702766,13898967,13649587,645107.5271
2008,Bridport,Grand Total,617,1182,290,275,18,34,29156758,20004183,18824418,931312.7681
2008,Brighton,Grand Total,556,1001,217,278,6,55,15859839,8703157,8612004,332213.629
2008,Bristol,Grand Total,2010,3720,789,990,44,187,84229129,53114450,52629079,2266059.886
2008,Brookfield,Grand Total,591,1182,307,226,18,40,31524021,20909233,20423310,917152.4061
2008,Brookline,Grand Total,254,500,117,113,4,20,10274758,6203334,6062558,244727.4748
2008,Brownington,Grand Total,453,914,206,187,6,54,14466716,8219319,8090154,318324.7508
2008,Brunswick,Grand Total,36,69,19,15,1,1,1036493,520795,523278,18999.21
2008,Burke,Grand Total,859,1598,370,416,10,63,35350960,21553895,20996646,870967.0658
2008,Burlington,Grand Total,17935,27886,4689,11779,232,1235,856575682,590162626,576381040,29125559.75
2008,Cabot,Grand Total,659,1328,329,275,11,44,27246581.01,17026124,16555053,763762.8394
2008,Calais,Grand Total,835,1537,369,399,11,56,43608083,27926943,27987190,1384248.262
2008,Cambridge,Grand Total,1822,3439,772,874,22,154,83757765,53988441,53892070,2372656.104
2008,Canaan,Grand Total,463,919,228,191,4,40,15844714,9184207,9132887,349300.0258
2008,Castleton,Grand Total,1868,3357,800,912,19,137,81904521.01,52518771,51962511,2225406.127
2008,Cavendish,Grand Total,636,1178,282,300,6,48,24975086,15340435,15378066,643304.4311
2008,Charleston,Grand Total,494,912,212,235,5,42,15363515,8729893,8536635,339511.7843
2008,Charlotte,Grand Total,1853,3768,941,799,20,93,284743225,221679660,204186873,14244258.33
2008,Chelsea,Grand Total,626,1180,282,292,11,41,25626719.93,15969977,15576706,669093.1741
2008,Chester,Grand Total,1639,2996,687,805,34,113,65267248,41359324,40764338,1689673.054
2008,Chittenden,Grand Total,1300,2178,415,767,22,96,60208212,39574451,38657659,1717479.984
2008,Clarendon,Grand Total,1375,2526,597,658,25,95,60444127,39300682,38958405,1722948.664
2008,Colchester,Grand Total,8100,14764,3265,4052,103,680,472532469,325545941,324727174,15929472.22
2008,Concord,Grand Total,569,1103,244,261,12,52,18913789,10867819,10817463,415388.4228
2008,Corinth,Grand Total,682,1320,324,292,10,56,27741670,16620395,16351024,673624.279
2008,Cornwall,Grand Total,552,1131,302,218,6,26,42420186,29662638,28961164,1630604.426
2008,Coventry,Grand Total,458,913,233,185,6,34,18652609,11467859,11086857,456514.3989
2008,Craftsbury,Grand Total,546,1018,254,250,6,36,23604232,14756432,14040319,660391.8826
2008,Danby,Grand Total,687,1307,323,314,7,43,28318191,18290898,17961168,767024.7289
2008,Danville,Grand Total,1151,2235,547,505,23,76,53825444,34690067,34269456,1590156.193
2008,Derby,Grand Total,2357,4468,1046,1077,24,210,100752066,63841165,63311235,2906251.213
2008,Dorset,Grand Total,1080,1908,459,511,24,86,87228267,64992033,62574538,3739142.59
2008,Dover,Grand Total,697,1181,261,352,25,59,27071671,19879539,19266805,873381.7885
2008,Dummerston,Grand Total,979,1838,446,453,15,65,66136485,45838029,43199696,2253149.647
2008,Duxbury,Grand Total,626,1203,310,272,5,39,33668139,22856458,22723457,1018813.818
2008,East Haven,Grand Total,148,270,65,66,2,15,4695026,2582475,2532797,98317.6318
2008,East Montpelier,Grand Total,1316,2548,609,570,17,120,77375242,52820491,52463407,2682725.868
2008,Eden,Grand Total,650,1196,232,324,22,72,22293673.01,13155332,13110465,545494.6915
2008,Elmore,Grand Total,398,800,209,162,7,20,24073922.8,16705135,16303829,787092.6695
2008,Enosburg,Grand Total,1340,2667,566,617,10,147,52983875,33327683,32575406,1430455.617
2008,Essex Junction,Grand Total,5782,10184,2044,3195,72,471,303027195.8,205617488,201760268,9415023.513
2008,Essex Town,Grand Total,4549,9441,2360,1873,38,278,339417199,238882127,236276514,12339415.01
2008,Fair Haven,Grand Total,1412,2613,550,678,20,164,52044426,31753724,31511620,1282333.79
2008,Fairfax,Grand Total,2135,4430,1052,892,30,161,114443466,75629050,75224312,3317239.42
2008,Fairfield,Grand Total,877,1842,434,367,11,65,42697291,28915949,28443274,1295048.384
2008,Fairlee,Grand Total,600,1015,207,316,18,59,26141931.25,17154316,16885829,758026.2397
2008,Fayston,Grand Total,597,1142,281,259,8,49,43015575,30581344,30445812,1552231.484
2008,Ferrisburgh,Grand Total,1376,2638,634,622,20,100,75495284,51604847,49564701,2363587.084
2008,Fletcher,Grand Total,572,1206,309,223,7,33,31312345,20201565,20150322,888436.5532
2008,Franklin,Grand Total,727,1431,319,326,17,65,29612132,18121507,18066137,722435.9875
2008,Georgia,Grand Total,2040,4388,1075,770,24,171,116864494,78805045,80267581,3907363.785
2008,Glover,Grand Total,509,991,238,228,8,35,19105409,11575845,11408201,502971.326
2008,Goshen,Grand Total,86,143,34,45,2,5,4252680,2841223,2838108,123712.8847
2008,Grafton,Grand Total,325,652,185,127,3,10,16719762,10377331,10206000,454928.2818
2008,Granby,Grand Total,33,65,18,11,2,2,941824,479553,480093,17101.4305
2008,Grand Isle,Grand Total,1103,2057,508,481,24,90,64085727,43382389,42574306,2078504.484
2008,Granville,Grand Total,164,294,65,80,3,16,6147303,3639155,3686454,152016.6555
2008,Greensboro,Grand Total,385,710,167,189,4,25,15901161,9860571,9776331,446956.5445
2008,Groton,Grand Total,482,946,216,213,6,47,19473061,11835916,11781770,549680.529
2008,Guildhall,Grand Total,131,232,61,60,2,8,5077378,2985798,2938379,117241.4323
2008,Guilford,Grand Total,1097,1980,459,540,29,69,60195803,41136541,39024341,1755635.358
2008,Halifax,Grand Total,345,649,163,154,7,21,13853714,8258090,8166863,303087.0852
2008,Hancock,Grand Total,195,323,67,105,2,21,7279393.46,4593072,4464807,206001.5394
2008,Hardwick,Grand Total,1505,2890,602,725,15,163,48509358,28032761,27818878,1140163.401
2008,Hartford,Grand Total,5402,9636,2052,2755,73,522,279808706,188338270,186308175,8462059.331
2008,Hartland,Grand Total,1731,3280,799,773,35,124,96311394.02,63539972,62794873,2909636.684
2008,Highgate,Grand Total,1622,3270,724,699,27,172,68709193.27,42915822,42669281,1828551.034
2008,Hinesburg,Grand Total,2259,4356,1045,1008,42,164,142694576,99318353,97734284,4900680.362
2008,Holland,Grand Total,300,609,148,122,1,29,10160909,5845229,5965808,228018.1322
2008,Hubbardton,Grand Total,314,581,149,138,5,22,15948570,10544624,10443974,528742.363
2008,Huntington,Grand Total,936,1864,461,389,16,70,54909331,37465761,36719919,1637073.272
2008,Hyde Park,Grand Total,1474,2784,639,671,16,148,66698279,42615725,42775721,2104536.074
2008,Ira,Grand Total,191,425,105,70,4,12,10392528,6833472,6867711,307023.5105
2008,Irasburg,Grand Total,564,1145,284,233,4,43,19751644,11177975,11231318,452830.1707
2008,Isle La Motte,Grand Total,252,473,118,113,3,18,11518026,7101900,7023115,270123.2869
2008,Jamaica,Grand Total,468,849,192,231,9,36,20488520,14665370,14257793,594288.2042
2008,Jay,Grand Total,217,429,107,83,2,25,8542033,5568806,5464875,237263.7167
2008,Jericho,Grand Total,2019,4128,1017,851,17,134,141321895,99463582,96692750,4961564.476
2008,Jericho ID,Grand Total,457,1067,294,136,2,25,38548313,28311257,27912468,1423801.126
2008,Johnson,Grand Total,1450,2570,478,765,21,186,50643334,30366687,29885345,1272682.139
2008,Killington,Grand Total,620,933,196,382,16,26,31076462,20869876,20501570,816887.9834
2008,Kirby,Grand Total,208,425,109,83,2,14,9978354,6300896,6270030,273940.012
2008,Landgrove,Grand Total,73,138,40,27,0,6,6890479,5695377,5445325,340070.6373
2008,Leicester,Grand Total,500,961,253,217,5,25,23786375,15105689,14725709,689014.699
2008,Lemington,Grand Total,39,76,22,15,0,2,1327020,703634,698666,26014.7355
2008,Lincoln,Grand Total,656,1259,289,314,9,44,33401400,20998864,20736283,964287.9374
2008,Londonderry,Grand Total,950,1705,389,478,17,66,43893699,29200608,29023963,1204251.495
2008,Lowell,Grand Total,397,819,179,184,4,30,12495518,6823961,6738697,268841.9549
2008,Ludlow,Grand Total,1168,1916,410,643,25,90,50967119,32901867,32120355,1427885.222
2008,Lunenburg,Grand Total,588,1151,282,238,12,56,17812899,9742579,9725750,365977.4634
2008,Lyndon,Grand Total,2656,4773,1020,1325,35,276,103140418,65105808,63419515,2897362.636
2008,Maidstone,Grand Total,72,144,46,20,1,5,2968280,1721467,1732221,70167.1909
2008,Manchester,Grand Total,2398,4207,927,1240,42,189,167286502,112164752,107835272,5819188.583
2008,Marlboro,Grand Total,409,735,180,192,13,24,22755616,14306603,15294155,733224.9597
2008,Marshfield,Grand Total,761,1492,343,315,22,81,33870661,21980436,21814182,981096.376
2008,Mendon,Grand Total,576,1025,254,280,7,35,43050194,31825911,30313863,1803287.724
2008,Middlebury,Grand Total,3374,5841,1203,1833,51,287,169441197,113802936,112406103,5356529.726
2008,Middlesex,Grand Total,883,1759,445,360,12,66,52595419,36156829,35763015,1683779.066
2008,Middletown Springs,Grand Total,408,751,196,174,10,28,18207618.93,11577978,11063604,475384.8568
2008,Milton,Grand Total,5311,10253,2347,2398,81,485,262888675,172820348,172127750,7541220.33
2008,Monkton,Grand Total,861,1867,498,304,11,48,55117785,37885572,37501344,1839936.121
2008,Montgomery,Grand Total,564,1066,230,268,8,58,20218883,12894252,12703760,542837.1641
2008,Montpelier,Grand Total,4325,7181,1401,2488,64,372,221569320,152703665,149417539,7091254.744
2008,Moretown,Grand Total,842,1562,378,396,18,50,43792713,29073015,28724333,1297629.935
2008,Morgan,Grand Total,357,659,168,156,9,24,16302520,10572957,10464217,487870.8071
2008,Morristown,Grand Total,2705,4933,1029,1378,37,261,120484105,74989134,74336637,3542270.813
2008,Mt. Holly,Grand Total,669,1238,308,300,11,50,29013490,18077005,17946104,759467.861
2008,Mt. Tabor,Grand Total,79,158,39,32,0,8,3231733,1897329,1843982,73612.7341
2008,N. Bennington ID,Grand Total,596,1073,217,314,12,53,24479833,15560433,15294486,633675.856
2008,New Haven,Grand Total,916,1753,422,410,11,73,47082152,32240907,31181223,1418686.025
2008,Newark,Grand Total,259,482,113,118,6,22,10499017,6465157,5929954,274483.9944
2008,Newbury,Grand Total,827,1581,384,358,16,69,34691309,21479680,21413188,912765.4897
2008,Newfane,Grand Total,862,1513,376,418,8,60,40176518,26751380,26439187,1213539.7
2008,Newport City,Grand Total,2071,3561,695,1136,18,222,76085657,47412535,46513243,1945092.945
2008,Newport Town,Grand Total,854,1656,394,368,12,80,33574763.6,20745860,20575648,924326.9198
2008,North Hero,Grand Total,448,840,235,190,7,16,29978162,20829204,20132101,1052023.568
2008,Northfield,Grand Total,2304,4198,930,1141,37,196,103564360.1,67131020.12,66836130.12,2877946.529
2008,Norton,Grand Total,94,156,37,49,2,6,2906396,1693045,1646821,62340.1395
2008,Norwich,Grand Total,1814,3474,828,854,32,100,197213997,141662020,136953189,7970778.223
2008,Orange,Grand Total,561,1095,265,239,7,50,24241845,15456428,15125612,652772.4266
2008,Orleans,Grand Total,555,954,171,310,13,61,16670711,9523406,9471285,378479.7233
2008,Orwell,Grand Total,613,1217,285,270,11,47,24487428.01,15481575,15278461,649223.7014
2008,Panton,Grand Total,311,620,159,121,4,27,16762583,10848825,10628047,506964.9783
2008,Pawlet,Grand Total,704,1383,329,312,11,52,28643616,19499819,19263792,699393.3524
2008,Peacham,Grand Total,356,687,172,159,4,21,21116439,14982908,14075381,740930.1876
2008,Peru,Grand Total,211,395,99,97,4,11,12887483,8598638,8064350,392083.5195
2008,Pittsfield,Grand Total,258,458,114,129,3,12,17057309,12448238,11839779,733324.6287
2008,Pittsford,Grand Total,1537,2870,702,718,14,103,75908355,49866009,49610288,2265218.51
2008,Plainfield,Grand Total,736,1306,262,377,9,88,31143513,19937490,19960331,879727.6923
2008,Plymouth,Grand Total,287,495,130,139,6,12,13839475,8657127,8530153,379292.2897
2008,Pomfret,Grand Total,444,830,219,193,3,29,29219724,19246196,18725021,909581.3208
2008,Poultney,Grand Total,1459,2659,615,724,25,95,57566339,34646646,34618591,1344020.09
2008,Pownal,Grand Total,1581,3042,710,702,29,140,65628723.02,41360475,41571922,1235648.68
2008,Proctor,Grand Total,903,1739,397,410,20,76,41580758,26466337,26378243,1199500.123
2008,Putney,Grand Total,1239,2152,436,658,26,119,57950293,41666989,38843380,1773697.993
2008,Randolph,Grand Total,2232,4047,903,1100,27,202,98749467.01,63662448,63044297,2844424.16
2008,Reading,Grand Total,360,659,157,166,8,29,18356804,12075440,12101690,554808.2946
2008,Readsboro,Grand Total,358,666,152,172,4,30,13124780,8413302,8399890,240918.9328
2008,Richford,Grand Total,1018,2035,418,455,16,129,34330264,19425381,19503622,781486.2313
2008,Richmond,Grand Total,2077,4165,989,921,26,141,134209764,93396608,92424262,4694174.222
2008,Ripton,Grand Total,291,568,134,134,3,20,36535610,29501763,22074619,1629503.718
2008,Rochester,Grand Total,603,1051,243,307,11,42,27155063,17536052,17221934,773753.1886
2008,Rockingham,Grand Total,2541,4628,935,1288,47,271,94195691,58023324,57626167,2452872.171
2008,Roxbury,Grand Total,325,634,153,129,6,37,14692229,9564116,9405825,423168.4046
2008,Royalton,Grand Total,1254,2238,497,633,30,94,50603683,32174293,31883090,1405093.496
2008,Rupert,Grand Total,307,592,170,115,5,17,15601393,7981255,7805968,334300.5695
2008,Rutland City,Grand Total,8447,14296,2687,4802,109,849,321835929.2,202941937.2,200666157.2,8832859.317
2008,Rutland Town,Grand Total,2112,3802,947,1008,24,133,133038637,94776010,93023797,4841443.694
2008,Ryegate,Grand Total,603,1142,279,263,7,54,23423456,14465926,14292903,595741.6374
2008,Salisbury,Grand Total,558,1067,241,258,9,50,26756168,17335939,17078523,787014.0269
2008,Sandgate,Grand Total,166,298,75,75,2,14,7743797,4686033,4645038,181958.0541
2008,Searsburg,Grand Total,34,75,20,12,0,2,1524040,989676,982435,42330
2008,Shaftbury ID,Grand Total,275,578,152,98,2,23,16497424,11022274,11092043,467913.233
2008,Shaftsbury,Grand Total,1423,2737,716,600,13,94,78908646.01,53040184,52305811,2395733.795
2008,Sharon,Grand Total,738,1382,320,347,16,55,40281735,27841789,26684029,1218856.71
2008,Sheffield,Grand Total,344,665,162,150,2,30,12446767,7231569,7152225,289577.4593
2008,Shelburne,Grand Total,3753,7077,1673,1816,42,222,541646761,336978034,312399097,20596002.05
2008,Sheldon,Grand Total,996,2026,446,431,12,107,45363279,29003632,28569381,1317740.861
2008,Shoreham,Grand Total,619,1170,297,279,6,37,27612548,18681600,18132072,772521.0189
2008,Shrewsbury,Grand Total,585,1052,268,275,7,35,31337144,21149352,20813802,1046872.316
2008,South Burlington,Grand Total,9663,16681,3504,5393,122,644,627144664.3,443208455.3,434174360.3,22442707.99
2008,South Hero,Grand Total,916,1689,429,411,9,67,64635785,45583000,44297096,2470699.465
2008,Springfield,Grand Total,4643,8462,1849,2263,70,461,184534381,115457996,114168372,4900241.254
2008,St. Albans City,Grand Total,3403,6136,1099,1824,64,416,147172816,94562171,93232020,4467248.843
2008,St. Albans Town,Grand Total,2954,5744,1306,1309,62,277,146013950,96934231,95511135,4360341.47
2008,St. George,Grand Total,337,631,136,157,3,41,20002016,12987100,12561302,612572.3126
2008,St. Johnsbury,Grand Total,3446,6312,1257,1746,59,384,135839979,85200934,83468807,3757021.48
2008,Stamford,Grand Total,417,804,209,174,11,23,21206762,14075373,13679480,258116.7253
2008,Stannard,Grand Total,99,188,42,43,0,14,3409163,1902105,1891281,76860.27
2008,Starksboro,Grand Total,874,1734,377,402,17,78,39709601,25242396,24936376,1101140.125
2008,Stockbridge,Grand Total,352,663,163,148,14,27,15926400,10490175,10277599,436429.6888
2008,Stowe,Grand Total,2437,4181,930,1315,51,141,244961661,184894980,181656235,11805719.9
2008,Strafford,Grand Total,556,1095,273,246,2,35,36493233,25802898,23990820,1327468.844
2008,Stratton,Grand Total,158,261,58,85,9,6,11042712,7083319,6883907,254576.9655
2008,Sudbury,Grand Total,275,504,132,120,6,17,12145445,7651077,7603661,331588.485
2008,Sunderland,Grand Total,484,895,233,205,6,40,22132657.01,13988410,13906280,574562.7939
2008,Sutton,Grand Total,442,892,226,172,5,39,16877025,10322003,10036655,427192.1824
2008,Swanton,Grand Total,3276,6214,1380,1514,50,332,155346651,101244548,99988993,4571666.497
2008,Thetford,Grand Total,1456,2758,662,667,25,102,85546681.37,58877250.37,58477031.37,2889311.671
2008,Tinmouth,Grand Total,281,540,141,111,5,24,12130922,7570365,7456438,314452.4281
2008,Topsham,Grand Total,577,1091,256,267,7,47,20964529,12753509,12603463,519364.1439
2008,Townshend,Grand Total,597,1077,248,282,17,50,26039918,16832631,16415724,696747.3476
2008,Troy,Grand Total,845,1594,346,408,11,80,28744293,17141654,16961095,727061.155
2008,Tunbridge,Grand Total,648,1179,271,296,16,65,35987510,24116782,23051231,1046212.574
2008,Underhill ID,Grand Total,378,715,172,184,5,17,20088545,13148449,13103595,596587.4874
2008,Underhill Town,Grand Total,1197,2436,652,486,12,47,87727489.02,61518542,60225905,3041133.306
2008,Vergennes,Grand Total,1362,2396,480,732,14,136,54768972,34730769,34527497,1382159.39
2008,Vernon,Grand Total,1038,2045,508,448,9,73,56572140,38086950,38010032,1615948.329
2008,Vershire,Grand Total,356,652,143,171,8,34,13605151,8040937,8077984,325146.2912
2008,Victory,Grand Total,30,45,7,17,1,5,561675,278601,278549,10178
2008,Waitsfield,Grand Total,1010,1777,412,520,16,62,67780177,48649730,47233596,2183315.674
2008,Walden,Grand Total,411,831,189,178,5,39,14682483,8678113,8560587,368701.5249
2008,Wallingford,Grand Total,1107,2057,513,508,12,74,51949987,34539506,34222222,1549424.152
2008,Waltham,Grand Total,215,418,113,93,2,7,13320520,9380839,9236860,448581.1106
2008,Wardsboro,Grand Total,390,756,177,177,8,28,15339124,8987477,8736073,354670.4215
2008,Warren,Grand Total,879,1516,324,483,23,49,44361526,32997793,32934758,1551664.375
2008,Washington,Grand Total,655,1122,247,342,9,57,25354954,15928835,15802915,628913.0693
2008,Waterbury,Grand Total,2784,5034,1147,1385,44,208,166957932,116749007,115503933,5716603.039
2008,Waterford,Grand Total,602,1256,338,221,6,37,33826079,23588907,22636122,1103942.9
2008,Waterville,Grand Total,360,701,167,159,6,28,16324638,10861577,10629779,527506.8156
2008,Weathersfield,Grand Total,1425,2596,684,637,11,93,62495197,40142705,40359807,1792335.868
2008,Wells,Grand Total,579,1038,242,266,13,58,28020833,18631400,18683990,664898.0508
2008,Wells River,Grand Total,271,449,73,158,5,35,8190884,4773478,4635395,180676.5938
2008,West Fairlee,Grand Total,281,549,136,110,7,28,13862047,8905642,8771564,420146.1143
2008,West Haven,Grand Total,136,251,66,62,0,8,5988478,3935268,3602176,156326.3469
2008,West Rutland,Grand Total,1308,2330,502,671,15,120,61961573,39632915,36187983,1757746.355
2008,West Windsor,Grand Total,521,966,266,223,16,16,104989174,91488991,76466910,4243604.311
2008,Westfield,Grand Total,245,477,128,100,3,14,9075569,5384737,5217771,201091.6625
2008,Westford,Grand Total,987,1995,483,421,17,66,64425879,45174904,44854020,2264053.175
2008,Westminster,Grand Total,1481,2740,651,693,29,108,70542961,46188278,45726359,2074730.915
2008,Westmore,Grand Total,171,321,93,67,2,9,8213056,5404869,5171945,249205.4188
2008,Weston,Grand Total,325,570,145,159,4,17,22206981,14948198,14387812,684444.2965
2008,Weybridge,Grand Total,409,845,218,161,6,24,35108426,26636370,25597517,1507293.185
2008,Wheelock,Grand Total,313,628,158,133,4,18,12375196,7373770,7287961,298163.0926
